Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
13300	0.69	-nan	0.69	0.687573	0.0112407	0	0.6569	-nan	0.6569	0.652199	0.0320207	0	0.6579	-nan	0.6579	0.661864	0.057822	0
13400	0.6851	-nan	0.6851	0.686829	0.0157625	0	0.6503	-nan	0.6503	0.652268	0.0325597	0	0.6731	-nan	0.6731	0.675487	0.0588063	0
13500	0.6889	-nan	0.6889	0.690486	0.0160464	0	0.6492	-nan	0.6492	0.648308	0.0226489	0	0.6474	-nan	0.6474	0.652389	0.0649297	0
13600	0.6897	-nan	0.6897	0.690408	0.0145802	0	0.6547	-nan	0.6547	0.651248	0.0252529	0	0.6584	-nan	0.6584	0.652169	0.0693439	0
13700	0.6847	-nan	0.6847	0.690247	0.0126208	0	0.6457	-nan	0.6457	0.642004	0.0266054	0	0.6477	-nan	0.6477	0.649568	0.0675926	0
13800	0.7022	-nan	0.7022	0.693998	0.0128995	0	0.6417	-nan	0.6417	0.646441	0.0278587	0	0.6831	-nan	0.6831	0.684055	0.0734462	0
13900	0.6967	-nan	0.6967	0.693215	0.0178283	0	0.6549	-nan	0.6549	0.648921	0.0493473	0	0.6878	-nan	0.6878	0.689255	0.077142	0
14000	0.6959	-nan	0.6959	0.695144	0.0156657	0	0.6507	-nan	0.6507	0.644336	0.0651573	0	0.6618	-nan	0.6618	0.664814	0.0727782	0
14100	0.6942	-nan	0.6942	0.692387	0.0162887	0	0.6413	-nan	0.6413	0.638062	0.0737612	0	0.6754	-nan	0.6754	0.671967	0.0753556	0
14200	0.6956	-nan	0.6956	0.70156	0.019598	0	0.68	-nan	0.68	0.673438	0.0462262	0	0.6615	-nan	0.6615	0.661133	0.0881206	0
14300	0.7071	-nan	0.7071	0.701557	0.0155116	0	0.6829	-nan	0.6829	0.679845	0.0227005	0	0.6392	-nan	0.6392	0.644663	0.0929602	0
14400	0.7006	-nan	0.7006	0.703416	0.011662	0	0.6753	-nan	0.6753	0.676384	0.0287149	0	0.6521	-nan	0.6521	0.650268	0.0986368	0
14500	0.6968	-nan	0.6968	0.695593	0.0213768	0	0.6792	-nan	0.6792	0.684105	0.0251282	0	0.6645	-nan	0.6645	0.651947	0.0948561	0
14600	0.7095	-nan	0.7095	0.699599	0.027381	0	0.6964	-nan	0.6964	0.696108	0.0275895	0	0.6614	-nan	0.6614	0.672199	0.100819	0
14700	0.7063	-nan	0.7063	0.707993	0.0198262	0	0.6974	-nan	0.6974	0.693126	0.0327431	0	0.6879	-nan	0.6879	0.68309	0.105715	0
14800	0.7066	-nan	0.7066	0.711805	0.0140779	0	0.6747	-nan	0.6747	0.682857	0.0201913	0	0.634	-nan	0.634	0.638403	0.10744	0
