Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
154500	0.6246	0.351111	0.637487	0.64084	0.053551	0.041	0.4479	0.572269	0.409055	0.414237	0.479574	0.236	0.6166	0.355738	0.633546	0.635825	0.0166345	0.059	0.6288	0.311905	0.642693	0.645206	0.0186922	0.045	0.6267	0.355385	0.645561	0.639678	0.0200101	0.06	0.5785	0.402632	0.585447	0.598066	0.130668	0.043	0.6188	0.345946	0.629283	0.632178	0.0450377	0.049	0.6561	0.3	0.67603	0.672538	0.0281119	0.046	0.672	0.280808	0.714983	0.723093	0.305729	0.106	0.4687	0.543966	0.445964	0.472987	0.48827	0.221
155000	0.6251	0.339706	0.645923	0.651034	0.0494063	0.075	0.4802	0.538532	0.463939	0.443901	0.480514	0.216	0.6144	0.360345	0.630042	0.628542	0.0167513	0.066	0.6402	0.360377	0.655861	0.660005	0.0206742	0.049	0.6215	0.334667	0.644757	0.646899	0.0401171	0.064	0.62	0.356164	0.640777	0.648377	0.120773	0.055	0.5965	0.419231	0.606224	0.608521	0.0194151	0.051	0.6642	0.3	0.692034	0.691017	0.0255891	0.055	0.6012	0.383544	0.61987	0.621306	0.317137	0.068	0.499	0.484674	0.50406	0.526077	0.495117	0.269
155500	0.6246	0.397778	0.635288	0.63023	0.0324905	0.047	0.5109	0.47868	0.518804	0.50556	0.491751	0.18	0.6253	0.38	0.634197	0.627266	0.0337243	0.029	0.642	0.334783	0.656813	0.655166	0.0332108	0.048	0.6335	0.361644	0.654908	0.655528	0.0415267	0.077	0.597	0.359459	0.615983	0.622642	0.137759	0.072	0.5968	0.388889	0.604564	0.607114	0.0323961	0.043	0.6516	0.328571	0.668244	0.662483	0.0270603	0.048	0.5675	0.393694	0.589201	0.576924	0.298739	0.109	0.4614	0.562857	0.421944	0.424825	0.486024	0.287
156000	0.6045	0.407895	0.612266	0.617555	0.0188406	0.043	0.4831	0.567241	0.457682	0.469998	0.494306	0.217	0.6431	0.332727	0.661164	0.659861	0.0223126	0.063	0.6436	0.347059	0.659536	0.660807	0.0344787	0.065	0.6485	0.305455	0.668466	0.669765	0.0573919	0.061	0.6343	0.356667	0.652021	0.648495	0.147351	0.075	0.6332	0.372414	0.640989	0.642665	0.0276277	0.033	0.6442	0.322368	0.670671	0.66929	0.0413017	0.067	0.5813	0.370093	0.606607	0.620886	0.31009	0.112	0.4936	0.521145	0.485511	0.518957	0.494706	0.2
156500	0.5874	0.413462	0.596941	0.591038	0.025207	0.051	0.4962	0.506838	0.49295	0.499533	0.494975	0.244	0.6535	0.365574	0.672204	0.674329	0.026995	0.042	0.6308	0.366154	0.649198	0.641557	0.017651	0.058	0.6026	0.365306	0.614826	0.609186	0.076157	0.054	0.6557	0.3275	0.669375	0.675172	0.128436	0.05	0.637	0.367213	0.654526	0.653701	0.0121863	0.051	0.6496	0.320635	0.671718	0.675694	0.0286642	0.073	0.5932	0.386585	0.611656	0.624819	0.307757	0.09	0.505	0.500602	0.505875	0.508176	0.493402	0.195
157000	0.5666	0.418033	0.576251	0.568794	0.0217618	0.065	0.4724	0.543673	0.449272	0.45225	0.49032	0.27	0.6579	0.342623	0.678381	0.676231	0.0379972	0.051	0.5969	0.419048	0.604697	0.608166	0.0332056	0.05	0.6373	0.324051	0.664169	0.675988	0.0981617	0.074	0.618	0.36625	0.639891	0.637189	0.131249	0.071	0.6305	0.328571	0.653226	0.659396	0.0251833	0.066	0.6361	0.358621	0.662541	0.661408	0.0226411	0.096	0.6201	0.412281	0.632662	0.630157	0.340678	0.058	0.4534	0.583051	0.413351	0.442916	0.482173	0.242
157500	0.5983	0.383929	0.611017	0.609186	0.0599068	0.061	0.4935	0.536607	0.481057	0.491256	0.495418	0.238	0.6711	0.291803	0.69574	0.694721	0.0347952	0.062	0.6182	0.396296	0.624358	0.623658	0.0333837	0.029	0.619	0.356098	0.63024	0.618952	0.0950666	0.03	0.6345	0.340244	0.660784	0.668982	0.0945919	0.091	0.6564	0.317647	0.674605	0.670432	0.0240035	0.065	0.6012	0.362121	0.618094	0.609099	0.0219897	0.068	0.5804	0.410465	0.596389	0.609877	0.333724	0.1	0.4323	0.596763	0.368975	0.367935	0.473624	0.276
158000	0.5957	0.36087	0.607023	0.608363	0.0911823	0.036	0.4997	0.5225	0.4925	0.47218	0.486284	0.244	0.6837	0.312308	0.709519	0.704455	0.0207919	0.073	0.6358	0.336364	0.653228	0.647527	0.0178629	0.056	0.651	0.319753	0.680196	0.681374	0.0997103	0.089	0.6434	0.353704	0.659937	0.655627	0.086477	0.052	0.6445	0.337778	0.658953	0.651649	0.0295804	0.048	0.6012	0.369697	0.6091	0.615418	0.0138803	0.041	0.595	0.370103	0.619158	0.613659	0.349365	0.098	0.4647	0.570037	0.42633	0.432648	0.486915	0.27
158500	0.6472	0.362651	0.672955	0.669395	0.0156734	0.085	0.4754	0.53283	0.454694	0.463863	0.488842	0.246	0.6572	0.310227	0.69068	0.690221	0.0152547	0.07	0.6232	0.377551	0.635857	0.636194	0.0241998	0.05	0.6711	0.32549	0.689673	0.691179	0.0916921	0.046	0.6375	0.37234	0.650577	0.650277	0.101429	0.055	0.6335	0.376364	0.648466	0.64402	0.0290972	0.052	0.5898	0.434	0.598	0.602938	0.0212958	0.041	0.5415	0.417355	0.558589	0.531662	0.350354	0.116	0.4788	0.527083	0.467327	0.470789	0.49303	0.189
159000	0.6621	0.366667	0.681964	0.680333	0.023027	0.056	0.4894	0.490576	0.489122	0.53707	0.48725	0.201	0.6545	0.302273	0.688487	0.688049	0.0317802	0.085	0.6546	0.319298	0.674867	0.669464	0.0369255	0.051	0.5999	0.394366	0.615608	0.616965	0.103787	0.069	0.663	0.3	0.69759	0.698252	0.0766795	0.08	0.6262	0.3125	0.642017	0.64748	0.0251955	0.061	0.5865	0.368421	0.599682	0.605606	0.016222	0.05	0.5857	0.395333	0.619294	0.6193	0.365899	0.146	0.4162	0.658242	0.325309	0.337654	0.469032	0.269
159500	0.6594	0.365957	0.673872	0.663065	0.0156117	0.042	0.4587	0.568284	0.418579	0.379189	0.48062	0.27	0.6278	0.361972	0.648116	0.645178	0.0210319	0.067	0.6493	0.321818	0.66836	0.66778	0.0475269	0.062	0.6559	0.352174	0.67841	0.673342	0.0768089	0.064	0.58	0.379412	0.594635	0.603629	0.0932184	0.065	0.6118	0.383019	0.624604	0.631719	0.0318984	0.049	0.6084	0.348837	0.620063	0.626322	0.0263576	0.041	0.5779	0.404098	0.60205	0.60866	0.377128	0.12	0.4874	0.525	0.475265	0.467796	0.483169	0.235
160000	0.641	0.361111	0.656977	0.660432	0.0230711	0.052	0.477	0.508787	0.467017	0.441635	0.486117	0.235	0.5978	0.374	0.609579	0.623276	0.0237156	0.052	0.6297	0.329688	0.650214	0.653952	0.0499144	0.065	0.6642	0.348276	0.683652	0.676449	0.0577941	0.059	0.6233	0.350485	0.654627	0.64933	0.102884	0.096	0.6192	0.384848	0.63576	0.635109	0.0322386	0.074	0.6312	0.395238	0.641545	0.642761	0.0504075	0.04	0.5802	0.387407	0.610289	0.587925	0.385283	0.114	0.4869	0.565022	0.464479	0.493766	0.492505	0.221
160500	0.6464	0.341176	0.662803	0.653446	0.0248125	0.048	0.5089	0.518771	0.504809	0.524694	0.492583	0.286	0.5965	0.395833	0.612069	0.605054	0.0323446	0.062	0.6255	0.404545	0.635669	0.645122	0.0336739	0.051	0.6455	0.344737	0.670238	0.673967	0.0155479	0.066	0.6074	0.370833	0.625754	0.635915	0.109306	0.08	0.5963	0.364706	0.613197	0.617826	0.0276853	0.064	0.6293	0.388372	0.640125	0.634667	0.0424421	0.041	0.5669	0.4	0.593171	0.569678	0.394171	0.154	0.4649	0.565543	0.42824	0.399465	0.482554	0.28
161000	0.6551	0.335849	0.672967	0.673775	0.0295949	0.057	0.4918	0.507407	0.4875	0.497078	0.491884	0.231	0.5881	0.402326	0.596447	0.589406	0.018541	0.041	0.632	0.352381	0.6508	0.64573	0.0250489	0.055	0.6647	0.355319	0.679958	0.672077	0.0241087	0.052	0.605	0.373134	0.621651	0.617857	0.120738	0.074	0.6093	0.364865	0.628834	0.633466	0.032972	0.07	0.6148	0.386047	0.625078	0.624919	0.0250121	0.047	0.5731	0.383333	0.608175	0.609242	0.400422	0.151	0.4746	0.558052	0.444202	0.427462	0.486351	0.261
161500	0.6431	0.301449	0.668421	0.670572	0.021959	0.086	0.4962	0.507442	0.493121	0.474117	0.4945	0.236	0.5954	0.402899	0.609667	0.610293	0.0307776	0.064	0.6143	0.328049	0.639869	0.644672	0.0181989	0.07	0.623	0.372222	0.637315	0.645023	0.0307539	0.052	0.619	0.361667	0.635426	0.640146	0.14715	0.063	0.6088	0.335185	0.624419	0.632173	0.052104	0.056	0.6422	0.32037	0.660571	0.649867	0.0267739	0.062	0.5526	0.382166	0.584342	0.574484	0.406643	0.149	0.4479	0.579032	0.404654	0.417642	0.483492	0.248
162000	0.6375	0.341667	0.652416	0.656001	0.044533	0.053	0.4911	0.520426	0.482092	0.455987	0.489221	0.222	0.5716	0.415556	0.578953	0.584055	0.020598	0.041	0.6604	0.307407	0.68055	0.68708	0.013189	0.047	0.6229	0.387302	0.638741	0.642837	0.0294	0.063	0.6551	0.305556	0.675053	0.669313	0.145501	0.046	0.6304	0.354545	0.649893	0.648787	0.0309336	0.074	0.6356	0.330667	0.660324	0.662807	0.0211514	0.085	0.6016	0.394792	0.623562	0.636102	0.401077	0.101	0.4779	0.513983	0.466754	0.48626	0.494765	0.258
162500	0.6534	0.303774	0.672967	0.675759	0.0349565	0.056	0.5067	0.473016	0.51455	0.503815	0.49084	0.195	0.5949	0.391935	0.608316	0.61069	0.0304837	0.058	0.654	0.348529	0.676288	0.67139	0.0148529	0.068	0.632	0.355556	0.645026	0.645006	0.0268988	0.046	0.6767	0.301818	0.698519	0.6844	0.137975	0.052	0.6217	0.398276	0.635456	0.633332	0.017203	0.058	0.6386	0.353571	0.646811	0.645357	0.0290781	0.032	0.5805	0.4	0.615651	0.607726	0.40935	0.147	0.487	0.533981	0.474811	0.488877	0.485248	0.198
163000	0.6414	0.380952	0.652818	0.649182	0.0433068	0.046	0.4952	0.507203	0.491492	0.493251	0.487745	0.252	0.5943	0.363793	0.608493	0.602258	0.0376054	0.063	0.6572	0.360938	0.677457	0.665817	0.0289071	0.069	0.6113	0.376923	0.624156	0.625382	0.0337761	0.047	0.612	0.381818	0.625397	0.63289	0.174886	0.06	0.6199	0.35914	0.646637	0.651895	0.0317183	0.087	0.6245	0.342593	0.640592	0.644379	0.0263729	0.051	0.5617	0.380473	0.598556	0.59036	0.405467	0.199	0.4703	0.560079	0.439893	0.4531	0.490376	0.25
163500	0.6188	0.333962	0.634741	0.642858	0.0261117	0.048	0.4712	0.532932	0.450732	0.455888	0.489307	0.262	0.5978	0.403448	0.609766	0.61433	0.0168314	0.055	0.6371	0.348387	0.656183	0.658703	0.0269724	0.057	0.5665	0.430357	0.574576	0.574328	0.0132674	0.07	0.6242	0.4	0.646374	0.650606	0.177284	0.09	0.61	0.366667	0.622269	0.628139	0.0323195	0.056	0.6478	0.318033	0.669223	0.665284	0.0592629	0.058	0.5682	0.403704	0.593873	0.622963	0.41375	0.119	0.4484	0.616722	0.376605	0.398464	0.47838	0.269
164000	0.6482	0.3	0.6673	0.67646	0.0372021	0.051	0.4742	0.521212	0.457337	0.442718	0.49097	0.261	0.6237	0.370213	0.636201	0.63572	0.0171498	0.047	0.6512	0.361111	0.662033	0.647938	0.0337449	0.05	0.5471	0.425556	0.559121	0.562244	0.0197024	0.089	0.6564	0.322917	0.673214	0.673433	0.16748	0.049	0.6355	0.37619	0.646868	0.653258	0.0370635	0.048	0.6061	0.375342	0.624272	0.622782	0.0439134	0.063	0.5371	0.435294	0.557952	0.566595	0.412082	0.164	0.5086	0.472947	0.517907	0.474048	0.490665	0.229
164500	0.6251	0.371014	0.643931	0.647504	0.0381826	0.09	0.4972	0.486154	0.499876	0.542481	0.491939	0.191	0.6173	0.367692	0.634652	0.632817	0.0203049	0.062	0.6219	0.335821	0.642444	0.639758	0.0251242	0.05	0.5759	0.402326	0.583699	0.578894	0.0376231	0.031	0.6201	0.370886	0.641477	0.651762	0.176918	0.073	0.6256	0.333929	0.642903	0.645834	0.0421626	0.052	0.6187	0.377049	0.634398	0.630166	0.027512	0.053	0.5109	0.474877	0.520075	0.538792	0.454135	0.2	0.4824	0.522566	0.470672	0.47623	0.494136	0.23
165000	0.6518	0.309615	0.67057	0.664815	0.0228673	0.052	0.4578	0.585308	0.423701	0.419335	0.485371	0.206	0.6175	0.359677	0.634542	0.627435	0.020922	0.07	0.6385	0.344231	0.654641	0.65326	0.0269636	0.054	0.5846	0.459615	0.591456	0.591761	0.0327873	0.047	0.626	0.362903	0.64339	0.649107	0.185914	0.066	0.6253	0.368293	0.636288	0.634147	0.0212601	0.043	0.617	0.338776	0.631335	0.628476	0.0345161	0.063	0.4923	0.513514	0.487485	0.510121	0.474891	0.176	0.4782	0.544635	0.458018	0.449219	0.478153	0.225
165500	0.6507	0.326829	0.664546	0.657292	0.0453524	0.054	0.4819	0.528	0.468516	0.456327	0.489942	0.221	0.6147	0.383333	0.624843	0.621848	0.033768	0.039	0.6088	0.348052	0.630553	0.638744	0.0283355	0.078	0.5654	0.438298	0.571668	0.573147	0.0293255	0.06	0.6083	0.37027	0.627322	0.629213	0.222463	0.067	0.6139	0.368132	0.638504	0.648732	0.0372838	0.07	0.6024	0.376364	0.615556	0.611375	0.0523078	0.051	0.5381	0.452778	0.556829	0.533784	0.481964	0.195	0.4799	0.520814	0.468293	0.45412	0.490105	0.223
166000	0.5965	0.384444	0.606492	0.612775	0.035983	0.051	0.4548	0.572656	0.414247	0.441106	0.490668	0.259	0.6273	0.375439	0.642524	0.641256	0.0438805	0.058	0.6117	0.414706	0.626073	0.626787	0.0160445	0.072	0.5586	0.430303	0.567666	0.562153	0.0434654	0.062	0.6003	0.394667	0.616973	0.612026	0.219659	0.081	0.6602	0.367241	0.678238	0.675463	0.0568116	0.056	0.6328	0.361905	0.644676	0.642011	0.0166233	0.057	0.4891	0.51097	0.482307	0.465049	0.475881	0.217	0.4531	0.576891	0.414436	0.42153	0.484046	0.236
166500	0.6383	0.332727	0.656085	0.650623	0.0525734	0.066	0.496	0.523176	0.487744	0.477748	0.492433	0.249	0.6234	0.356061	0.642291	0.639226	0.0288817	0.073	0.6157	0.372414	0.630679	0.633693	0.016015	0.058	0.6143	0.390625	0.629594	0.631366	0.0516643	0.075	0.6129	0.345455	0.631799	0.641177	0.22492	0.075	0.5942	0.396364	0.605714	0.604832	0.0415464	0.054	0.6465	0.376786	0.6625	0.6668	0.0256345	0.043	0.4526	0.605263	0.397275	0.421724	0.485666	0.28	0.4823	0.515464	0.474318	0.481605	0.486066	0.216
167000	0.6508	0.293651	0.674813	0.675282	0.0551221	0.06	0.4776	0.505263	0.46943	0.463973	0.48665	0.235	0.6323	0.34902	0.647524	0.658164	0.0219303	0.052	0.642	0.355556	0.658351	0.654329	0.0171647	0.058	0.5859	0.37193	0.598834	0.603037	0.0580286	0.052	0.5727	0.388235	0.582613	0.594444	0.183891	0.061	0.6147	0.385366	0.624505	0.62722	0.0733305	0.045	0.6031	0.365278	0.621552	0.626054	0.0243028	0.077	0.4569	0.556078	0.422953	0.428288	0.487424	0.246	0.4477	0.591188	0.397023	0.390968	0.474083	0.243
167500	0.6465	0.35625	0.661134	0.658829	0.0547175	0.037	0.5217	0.450943	0.535077	0.517231	0.483354	0.181	0.6418	0.328125	0.663248	0.669882	0.0203759	0.059	0.6438	0.326829	0.657351	0.661588	0.0183223	0.041	0.5894	0.415686	0.598736	0.595926	0.047966	0.062	0.6237	0.355172	0.640234	0.649433	0.207216	0.057	0.634	0.328378	0.658423	0.667547	0.0676809	0.075	0.6142	0.321818	0.631217	0.631953	0.0612768	0.056	0.4506	0.56	0.413154	0.450053	0.493409	0.236	0.4666	0.548882	0.429112	0.426952	0.48734	0.332
168000	0.6579	0.338333	0.678298	0.685017	0.0605205	0.049	0.4737	0.54375	0.449597	0.456129	0.485933	0.258	0.6297	0.386275	0.642782	0.646087	0.00874157	0.055	0.6771	0.325	0.691771	0.687259	0.0276042	0.043	0.6349	0.36	0.649368	0.652403	0.0640491	0.053	0.6038	0.394805	0.621235	0.611159	0.179756	0.063	0.631	0.329032	0.650959	0.650876	0.0758316	0.065	0.6357	0.334286	0.658387	0.659411	0.0775063	0.063	0.5168	0.495259	0.523307	0.538476	0.485243	0.216	0.4926	0.507391	0.488182	0.504408	0.493962	0.25
168500	0.6381	0.378571	0.649478	0.644228	0.0198953	0.046	0.471	0.559624	0.447014	0.478939	0.486088	0.242	0.6578	0.311765	0.683047	0.680556	0.0221328	0.071	0.6474	0.354237	0.665781	0.672728	0.0453922	0.07	0.6756	0.344231	0.693776	0.692866	0.0357472	0.051	0.627	0.288312	0.655255	0.664288	0.194175	0.087	0.6656	0.321569	0.684089	0.6766	0.076393	0.05	0.602	0.377465	0.61916	0.619869	0.0540012	0.063	0.4464	0.565182	0.407437	0.418869	0.482291	0.256	0.4615	0.561572	0.431777	0.44858	0.486111	0.252
169000	0.6246	0.368085	0.637251	0.627247	0.0221436	0.054	0.4805	0.494982	0.474896	0.459303	0.489249	0.239	0.6603	0.3	0.679663	0.676817	0.0211446	0.046	0.6205	0.351351	0.630841	0.634372	0.0106465	0.039	0.6578	0.320238	0.688755	0.678638	0.0544578	0.081	0.6119	0.368571	0.630215	0.622151	0.206824	0.074	0.6439	0.342857	0.659411	0.665462	0.0785012	0.057	0.6545	0.335135	0.680022	0.671722	0.0524267	0.063	0.457	0.566113	0.410014	0.408457	0.474604	0.301	0.4923	0.507048	0.487969	0.483139	0.486652	0.255
169500	0.6364	0.374603	0.654002	0.649786	0.0288949	0.067	0.4874	0.530855	0.471409	0.429342	0.483451	0.254	0.6239	0.335849	0.640021	0.63911	0.0162643	0.05	0.5866	0.375862	0.599575	0.602041	0.0148876	0.054	0.6382	0.318868	0.656072	0.655775	0.0438211	0.047	0.6101	0.376389	0.628233	0.637514	0.185511	0.064	0.6614	0.325862	0.682059	0.684469	0.047143	0.056	0.6002	0.393939	0.614775	0.613463	0.0909437	0.059	0.4674	0.528837	0.450573	0.462176	0.481133	0.209	0.4875	0.525833	0.475395	0.488099	0.49099	0.238
170000	0.6152	0.368919	0.634881	0.638365	0.0289513	0.082	0.4869	0.548819	0.465818	0.452563	0.483941	0.249	0.6195	0.38	0.628187	0.630553	0.0190562	0.035	0.5976	0.417308	0.607489	0.609229	0.0165643	0.057	0.6665	0.315556	0.683037	0.671556	0.0146986	0.055	0.6297	0.312329	0.654693	0.654869	0.209982	0.059	0.643	0.336923	0.664278	0.656469	0.0609434	0.052	0.6101	0.398214	0.622669	0.622814	0.111724	0.062	0.5185	0.491463	0.523804	0.519701	0.486148	0.171	0.4434	0.591542	0.406133	0.430838	0.48539	0.22
170500	0.6395	0.358621	0.656794	0.659503	0.0290299	0.053	0.466	0.579012	0.429723	0.420684	0.490017	0.271	0.6422	0.336842	0.660657	0.651394	0.0313235	0.056	0.6144	0.354545	0.632762	0.638904	0.0309382	0.07	0.6486	0.340323	0.668977	0.663509	0.0293239	0.048	0.5985	0.361607	0.628378	0.628747	0.22196	0.115	0.6393	0.312698	0.661259	0.655662	0.0242675	0.082	0.5783	0.418966	0.58811	0.588958	0.0946114	0.048	0.4774	0.549286	0.449444	0.419852	0.49091	0.242	0.4443	0.566909	0.397793	0.441212	0.49327	0.274
171000	0.6268	0.353125	0.645513	0.651372	0.0338475	0.063	0.5355	0.45794	0.559061	0.540089	0.486958	0.226	0.6251	0.326562	0.645513	0.643077	0.0571909	0.068	0.6287	0.342857	0.647919	0.650606	0.017707	0.061	0.6607	0.271111	0.679058	0.680412	0.0207506	0.054	0.6221	0.319643	0.640042	0.641949	0.2337	0.06	0.6205	0.345763	0.637726	0.639173	0.0279727	0.059	0.6374	0.322059	0.660408	0.657612	0.115137	0.07	0.4643	0.561468	0.437212	0.427434	0.492095	0.235	0.4386	0.605703	0.378969	0.368794	0.471856	0.23
171500	0.579	0.425	0.584751	0.584777	0.0170472	0.046	0.4342	0.594485	0.374313	0.367133	0.473972	0.279	0.5995	0.373684	0.60842	0.612407	0.0429442	0.036	0.6358	0.343056	0.658513	0.662537	0.0213527	0.061	0.6541	0.333333	0.68699	0.674745	0.0220077	0.1	0.6064	0.355952	0.629367	0.624264	0.257537	0.095	0.6547	0.353704	0.671882	0.670305	0.0352494	0.031	0.6189	0.376389	0.637716	0.636618	0.149315	0.048	0.4516	0.574359	0.414099	0.442714	0.487803	0.24	0.4513	0.597417	0.396982	0.412084	0.481838	0.268
172000	0.5783	0.392308	0.588502	0.59593	0.0296236	0.066	0.5135	0.467978	0.523358	0.510432	0.48498	0.182	0.6156	0.33038	0.640065	0.640976	0.0698639	0.068	0.6647	0.337736	0.682999	0.679691	0.03562	0.048	0.6511	0.311111	0.673959	0.67425	0.0171277	0.061	0.6027	0.36129	0.627453	0.62355	0.245111	0.081	0.6485	0.345161	0.66855	0.674152	0.0622539	0.071	0.6278	0.337143	0.649677	0.659349	0.142743	0.084	0.4613	0.561856	0.437097	0.434087	0.484716	0.21	0.5012	0.484348	0.506234	0.525608	0.488721	0.215
172500	0.5995	0.370455	0.610042	0.614343	0.0370911	0.037	0.4331	0.621074	0.373087	0.364412	0.471456	0.244	0.6503	0.35	0.661515	0.650166	0.0570778	0.04	0.6564	0.32381	0.670981	0.669019	0.0262563	0.038	0.6435	0.322222	0.658639	0.656236	0.0317483	0.051	0.6036	0.370833	0.628319	0.615558	0.257578	0.094	0.6121	0.404412	0.627253	0.631165	0.0539021	0.077	0.6134	0.387805	0.623045	0.616701	0.139458	0.057	0.5215	0.486463	0.531907	0.51853	0.484833	0.227	0.4938	0.520513	0.48564	0.482845	0.486531	0.248
173000	0.6268	0.386275	0.639726	0.643332	0.0369136	0.056	0.4927	0.520175	0.484585	0.472326	0.493321	0.219	0.6192	0.336364	0.632218	0.631459	0.0303967	0.043	0.6455	0.34878	0.658186	0.657456	0.023166	0.044	0.6327	0.372222	0.642427	0.642945	0.0320838	0.046	0.6217	0.395349	0.642998	0.617261	0.278027	0.069	0.644	0.3625	0.658193	0.661964	0.0555793	0.047	0.6168	0.397778	0.62712	0.624344	0.129162	0.05	0.4757	0.532787	0.457275	0.462809	0.493782	0.243	0.4387	0.595172	0.374789	0.391021	0.478053	0.294
173500	0.6072	0.404	0.623676	0.622571	0.0212295	0.079	0.5166	0.4625	0.528155	0.560615	0.492401	0.212	0.6152	0.363158	0.625156	0.622749	0.0199295	0.031	0.6263	0.332955	0.654605	0.65702	0.0246709	0.081	0.6186	0.372093	0.629676	0.628455	0.0495638	0.055	0.6055	0.39697	0.628413	0.625745	0.3029	0.094	0.6342	0.37551	0.647529	0.65182	0.0540698	0.051	0.6025	0.382857	0.619032	0.640113	0.192016	0.067	0.4661	0.567391	0.427486	0.4499	0.491658	0.271	0.4957	0.528571	0.485433	0.467066	0.479039	0.224
174000	0.5926	0.379365	0.606937	0.61133	0.0261735	0.067	0.4837	0.548134	0.460109	0.451558	0.487271	0.288	0.5892	0.397297	0.604536	0.611791	0.0298375	0.082	0.6537	0.305051	0.692009	0.694396	0.0485616	0.084	0.6248	0.398649	0.642873	0.63823	0.0456136	0.066	0.6265	0.38125	0.643269	0.621421	0.320918	0.083	0.6028	0.403947	0.619156	0.616142	0.0653021	0.082	0.6278	0.3975	0.637396	0.630144	0.226178	0.052	0.4502	0.574704	0.408032	0.427741	0.486342	0.237	0.4989	0.489583	0.501114	0.476352	0.470359	0.179
174500	0.6063	0.402	0.617053	0.617172	0.0294531	0.046	0.4915	0.516594	0.484047	0.4441	0.485059	0.22	0.6273	0.334615	0.652061	0.649683	0.0514453	0.086	0.642	0.337705	0.661768	0.656108	0.032981	0.056	0.6326	0.346809	0.646695	0.648052	0.050802	0.056	0.6119	0.363636	0.639179	0.62592	0.319357	0.116	0.6437	0.393333	0.655497	0.650031	0.0842651	0.06	0.6203	0.343956	0.647965	0.662273	0.251452	0.087	0.5003	0.508416	0.498246	0.527223	0.487014	0.194	0.4712	0.544215	0.447889	0.4632	0.488659	0.258
175000	0.6373	0.34	0.649687	0.649106	0.0312662	0.035	0.5036	0.480519	0.510533	0.522387	0.493123	0.23	0.627	0.367105	0.648377	0.65154	0.0561886	0.065	0.6228	0.352	0.637053	0.638806	0.0299222	0.042	0.5756	0.373333	0.585131	0.593986	0.0411678	0.048	0.5984	0.378095	0.624246	0.636436	0.339435	0.126	0.6043	0.377193	0.618028	0.629522	0.0467202	0.059	0.6029	0.389655	0.61603	0.621286	0.262909	0.057	0.4703	0.541481	0.443973	0.420183	0.470837	0.245	0.5215	0.471739	0.532721	0.51985	0.480656	0.191
175500	0.591	0.442857	0.596373	0.599884	0.031886	0.038	0.4788	0.543089	0.457825	0.435641	0.478868	0.249	0.6233	0.366667	0.645011	0.649459	0.0620634	0.067	0.588	0.35303	0.604604	0.616824	0.0262287	0.068	0.5934	0.417021	0.602099	0.59586	0.0338147	0.059	0.5974	0.384921	0.628032	0.613662	0.37526	0.112	0.6239	0.357143	0.633575	0.629721	0.0308303	0.043	0.6151	0.360759	0.636916	0.642967	0.278836	0.096	0.4902	0.50969	0.483423	0.489381	0.493063	0.259	0.469	0.546063	0.442761	0.472442	0.493338	0.24
176000	0.586	0.374576	0.599256	0.603974	0.0336108	0.056	0.5263	0.457895	0.542346	0.529695	0.492291	0.219	0.6373	0.361765	0.646998	0.646727	0.0394744	0.043	0.5971	0.374	0.608842	0.604206	0.0129327	0.068	0.583	0.427869	0.593078	0.591758	0.065304	0.07	0.5957	0.38125	0.622748	0.624965	0.397905	0.111	0.6242	0.393333	0.63134	0.629348	0.0285128	0.03	0.6313	0.319048	0.659934	0.638191	0.299011	0.073	0.4919	0.523176	0.482399	0.480607	0.489979	0.23	0.484	0.503509	0.478238	0.485426	0.493975	0.222
176500	0.5745	0.42	0.584362	0.583254	0.0347886	0.073	0.4987	0.503883	0.497355	0.51729	0.494217	0.197	0.6183	0.354762	0.629854	0.620585	0.0260105	0.042	0.5935	0.419298	0.60403	0.605099	0.023526	0.055	0.6255	0.3625	0.641102	0.640285	0.0877916	0.051	0.5816	0.399231	0.608851	0.598619	0.411882	0.14	0.609	0.38209	0.625295	0.63019	0.0164367	0.059	0.5886	0.4	0.605	0.605441	0.296819	0.083	0.4747	0.541872	0.457591	0.45207	0.494632	0.217	0.4966	0.521531	0.490013	0.498162	0.493832	0.209
